"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
347258,3,,3,,85,,2,,80,,4,,86,,2,,81,,75,,141,,22,,
347300,3,,4,,90,,3,,88,,3,,80,,3,,84,,82,,450,,24,,
347306,3,,4,,88,,3,,85,,4,,85,,2,,80,,73,,249,,23,,
347307,4,11,4,11,93,11,5,11,94,11,4,11,87,11,4,11,89,11,83,11,45,11,20,11,11
347308,4,11,5,11,93,11,4,11,88,11,3,11,80,11,5,11,92,11,83,11,48,11,13,11,11
347309,4,,4,,92,,4,,88,,4,,83,,3,,88,,81,,223,,26,,
347310,Not Available,11,Not Available,11,83,11,Not Available,11,87,11,Not Available,11,63,11,Not Available,11,69,11,64,11,24,11,18,11,11
347317,4,,4,,91,,4,,89,,4,,81,,4,,90,,84,,327,,20,,
347318,4,,4,,89,,3,,89,,4,,81,,4,,88,,85,,342,,18,,
347325,4,,4,,92,,3,,89,,4,,83,,4,,89,,84,,328,,21,,
347326,5,,5,,95,,5,,92,,4,,85,,4,,89,,88,,232,,31,,
347328,4,,4,,91,,4,,90,,4,,87,,4,,88,,84,,299,,25,,
347329,4,,4,,91,,4,,87,,4,,86,,4,,89,,82,,301,,23,,
347330,4,,3,,89,,3,,88,,4,,85,,4,,87,,84,,291,,22,,
347331,4,,4,,88,,3,,89,,4,,84,,3,,85,,80,,299,,21,,
347333,4,,4,,89,,4,,90,,4,,83,,3,,87,,80,,357,,24,,
347334,4,11,4,11,90,11,3,11,87,11,4,11,82,11,4,11,88,11,79,11,52,11,24,11,11
347335,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
347336,Not Available,11,Not Available,11,91,11,Not Available,11,90,11,Not Available,11,86,11,Not Available,11,91,11,74,11,18,11,20,11,11
347337,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
357002,4,,4,,90,,4,,90,,5,,94,,4,,90,,81,,72,,43,,
357004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
357007,4,,4,,91,,2,,85,,5,,88,,4,,90,,82,,93,,39,,
357013,Not Available,11,Not Available,11,95,11,Not Available,11,92,11,Not Available,11,88,11,Not Available,11,99,11,95,11,38,11,32,11,11
357014,4,,4,,91,,3,,86,,5,,91,,3,,82,,85,,296,,36,,
357016,4,,5,,92,,4,,88,,4,,85,,4,,89,,81,,163,,38,,
357021,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
357029,4,,4,,90,,4,,89,,3,,78,,3,,82,,81,,143,,30,,
357030,Not Available,11,Not Available,11,85,11,Not Available,11,82,11,Not Available,11,88,11,Not Available,11,70,11,79,11,30,11,27,11,11
357035,4,,4,,90,,4,,89,,5,,90,,4,,88,,90,,92,,38,,
357037,4,,4,,91,,4,,88,,5,,89,,4,,89,,84,,554,,35,,
357040,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
357044,4,11,4,11,91,11,3,11,87,11,4,11,87,11,3,11,84,11,76,11,51,11,38,11,11
357059,Not Available,11,Not Available,11,93,11,Not Available,11,94,11,Not Available,11,89,11,Not Available,11,99,11,90,11,27,11,38,11,11
357302,4,,4,,90,,4,,87,,4,,84,,3,,86,,81,,197,,36,,
357304,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
357305,4,,4,,91,,3,,85,,4,,82,,3,,83,,82,,106,,20,,
357306,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367001,4,11,5,11,95,11,5,11,94,11,3,11,79,11,4,11,89,11,93,11,54,11,37,11,11
367010,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367022,3,,3,,88,,3,,84,,3,,80,,3,,88,,78,,301,,21,,
367034,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367055,4,,4,,90,,4,,88,,4,,82,,4,,89,,83,,178,,30,,
367061,4,,4,,90,,4,,90,,4,,85,,3,,87,,81,,191,,32,,
367069,4,,4,,92,,4,,90,,5,,89,,4,,89,,86,,192,,37,,
367076,4,,4,,91,,4,,89,,5,,90,,4,,89,,86,,171,,52,,
367079,4,,4,,91,,3,,89,,5,,88,,4,,91,,86,,110,,30,,
367087,5,,5,,93,,5,,93,,4,,87,,5,,95,,90,,161,,19,,
367089,4,,4,,88,,4,,91,,5,,89,,2,,84,,80,,93,,32,,
367097,2,,3,,86,,1,,76,,3,,75,,2,,84,,76,,75,,16,,
367102,5,,5,,93,,4,,90,,5,,90,,4,,91,,88,,386,,32,,
367103,Not Available,11,Not Available,11,98,11,Not Available,11,93,11,Not Available,11,93,11,Not Available,11,100,11,100,11,17,11,33,11,11
367114,4,,4,,89,,3,,85,,4,,87,,3,,85,,79,,258,,27,,
367117,3,,3,,89,,3,,84,,4,,82,,3,,89,,77,,219,,23,,
367128,4,,4,,90,,4,,90,,4,,86,,5,,93,,87,,345,,34,,
367131,4,,3,,86,,4,,88,,4,,82,,3,,85,,78,,296,,35,,
367134,4,,4,,89,,4,,90,,4,,85,,4,,90,,86,,117,,27,,
367135,5,,5,,93,,4,,91,,5,,91,,4,,90,,82,,193,,31,,
367137,4,,4,,90,,3,,86,,4,,82,,3,,85,,79,,420,,27,,
367142,4,,4,,91,,3,,87,,4,,83,,4,,88,,81,,1463,,33,,
367159,3,,3,,85,,4,,89,,2,,69,,2,,80,,69,,106,,26,,
367160,3,,3,,87,,2,,83,,4,,81,,3,,83,,77,,537,,22,,
367161,4,,4,,91,,4,,89,,4,,83,,4,,89,,78,,160,,37,,
367163,Not Available,11,Not Available,11,84,11,Not Available,11,74,11,Not Available,11,82,11,Not Available,11,80,11,75,11,29,11,18,11,11
367164,3,,3,,85,,3,,86,,3,,77,,2,,82,,71,,121,,18,,
367165,Not Available,11,Not Available,11,90,11,Not Available,11,90,11,Not Available,11,75,11,Not Available,11,95,11,83,11,14,11,29,11,11
367166,Not Available,11,Not Available,11,90,11,Not Available,11,92,11,Not Available,11,95,11,Not Available,11,84,11,79,11,28,11,31,11,11
367167,4,,4,,91,,4,,89,,4,,85,,5,,91,,82,,327,,23,,
367173,3,,3,,87,,3,,86,,4,,83,,2,,83,,71,,360,,24,,
367190,3,,2,,82,,3,,82,,3,,74,,2,,70,,55,,73,,26,,
367193,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367200,4,,4,,93,,3,,87,,4,,84,,3,,86,,83,,167,,24,,
367204,4,,4,,92,,4,,90,,3,,80,,4,,93,,81,,152,,26,,
367208,3,,3,,88,,3,,86,,4,,84,,3,,82,,73,,176,,32,,
367218,4,,4,,90,,3,,86,,4,,83,,4,,86,,76,,272,,20,,
367238,3,,3,,87,,3,,85,,3,,73,,4,,88,,83,,202,,29,,
367240,3,,4,,90,,3,,82,,3,,80,,3,,87,,78,,167,,29,,
367249,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367251,4,,4,,90,,4,,89,,4,,84,,4,,90,,82,,202,,31,,
367253,4,,4,,90,,3,,86,,3,,77,,4,,87,,80,,775,,37,,
367254,Not Available,11,Not Available,11,98,11,Not Available,11,98,11,Not Available,11,94,11,Not Available,11,97,11,98,11,11,11,9,11,11
367256,4,,4,,91,,3,,87,,4,,85,,4,,88,,84,,277,,27,,
367261,4,,4,,89,,3,,86,,4,,84,,3,,87,,80,,294,,25,,
367262,Not Available,9,Not Available,9,4,9,Not Available,9,5,9,Not Available,9,17,9,Not Available,9,7,9,6,9,1,9,2,9,9
367269,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367270,4,,4,,90,,4,,89,,5,,89,,4,,86,,83,,70,,27,,
367271,4,,4,,91,,4,,88,,3,,75,,4,,89,,81,,138,,20,,
367273,4,,4,,90,,4,,88,,4,,81,,4,,89,,79,,641,,29,,
367290,4,,4,,90,,4,,89,,4,,86,,4,,89,,86,,326,,36,,
367296,3,11,3,11,88,11,3,11,83,11,4,11,86,11,3,11,86,11,78,11,69,11,21,11,11
367323,3,,4,,89,,3,,84,,3,,80,,3,,83,,73,,138,,24,,
367324,3,,3,,88,,3,,84,,4,,81,,3,,83,,76,,307,,24,,
367325,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367329,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367334,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367335,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367336,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367337,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367400,5,,4,,92,,5,,91,,5,,89,,5,,92,,84,,227,,39,,
367401,4,,4,,91,,4,,91,,4,,87,,4,,90,,85,,247,,28,,
367403,3,,3,,86,,4,,87,,3,,77,,3,,84,,81,,251,,25,,
367404,5,,5,,93,,5,,93,,5,,89,,4,,88,,82,,151,,26,,
367405,5,11,5,11,93,11,4,11,90,11,5,11,93,11,4,11,92,11,90,11,68,11,34,11,11
367417,3,,3,,88,,3,,83,,4,,83,,3,,84,,76,,308,,25,,
367424,3,,4,,89,,3,,86,,3,,80,,3,,85,,77,,2874,,25,,
367426,4,,5,,93,,4,,91,,4,,85,,4,,91,,84,,182,,35,,
367428,Not Available,11,Not Available,11,83,11,Not Available,11,78,11,Not Available,11,84,11,Not Available,11,71,11,71,11,36,11,22,11,11
367429,3,,2,,86,,2,,82,,4,,81,,2,,80,,72,,166,,26,,
367433,5,,5,,93,,4,,90,,5,,89,,4,,91,,85,,206,,32,,
367440,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367442,4,,4,,91,,4,,90,,4,,86,,4,,84,,80,,174,,30,,
367444,4,,4,,91,,4,,90,,4,,86,,4,,90,,85,,268,,31,,
367447,3,,3,,88,,3,,85,,4,,83,,3,,82,,76,,311,,23,,
367448,2,11,2,11,81,11,2,11,78,11,3,11,76,11,2,11,71,11,59,11,61,11,23,11,11
367455,2,11,1,11,81,11,1,11,77,11,3,11,76,11,2,11,82,11,78,11,50,11,21,11,11
367462,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367471,4,11,5,11,96,11,3,11,87,11,4,11,87,11,4,11,83,11,80,11,69,11,18,11,11
367475,5,,5,,94,,5,,92,,4,,84,,4,,92,,85,,87,,40,,
367481,Not Available,11,Not Available,11,88,11,Not Available,11,78,11,Not Available,11,83,11,Not Available,11,72,11,34,11,20,11,28,11,11
367489,Not Available,11,Not Available,11,77,11,Not Available,11,67,11,Not Available,11,66,11,Not Available,11,61,11,57,11,27,11,9,11,11
367500,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367503,Not Available,11,Not Available,11,98,11,Not Available,11,100,11,Not Available,11,97,11,Not Available,11,96,11,81,11,15,11,19,11,11
367505,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367510,4,,4,,90,,3,,86,,3,,79,,4,,90,,81,,145,,28,,
367518,4,,4,,90,,3,,86,,4,,84,,4,,90,,82,,335,,21,,
367519,Not Available,11,Not Available,11,85,11,Not Available,11,79,11,Not Available,11,88,11,Not Available,11,86,11,62,11,20,11,20,11,11
367523,4,,4,,92,,3,,88,,4,,86,,4,,88,,73,,106,,31,,
367530,3,,3,,88,,3,,85,,3,,79,,3,,84,,79,,317,,28,,
367533,3,,3,,85,,2,,78,,3,,74,,2,,77,,69,,107,,19,,
367535,Not Available,11,Not Available,11,91,11,Not Available,11,92,11,Not Available,11,94,11,Not Available,11,97,11,92,11,37,11,46,11,11
367542,Not Available,9,Not Available,9,85,9,Not Available,9,98,9,Not Available,9,63,9,Not Available,9,95,9,96,9,4,9,14,9,9
367546,3,11,4,11,88,11,3,11,84,11,3,11,78,11,2,11,80,11,72,11,61,11,13,11,11
367547,3,,3,,87,,3,,87,,4,,85,,2,,85,,78,,181,,24,,
367548,3,,3,,86,,3,,86,,4,,83,,2,,79,,68,,293,,18,,
367549,3,,3,,88,,3,,86,,4,,83,,3,,86,,77,,384,,30,,
367551,3,,4,,89,,3,,86,,3,,78,,3,,85,,78,,294,,25,,
367553,3,,3,,88,,3,,86,,3,,75,,3,,85,,77,,252,,18,,
367556,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367557,2,11,1,11,84,11,2,11,82,11,2,11,66,11,1,11,81,11,71,11,63,11,22,11,11
367564,3,,4,,90,,3,,86,,3,,77,,3,,82,,79,,239,,28,,
367566,3,,2,,84,,2,,79,,4,,84,,3,,83,,70,,73,,35,,
367567,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367569,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367570,Not Available,11,Not Available,11,85,11,Not Available,11,80,11,Not Available,11,79,11,Not Available,11,66,11,60,11,19,11,23,11,11
367571,Not Available,11,Not Available,11,84,11,Not Available,11,87,11,Not Available,11,69,11,Not Available,11,83,11,70,11,37,11,12,11,11
367573,4,,4,,91,,4,,89,,3,,77,,3,,87,,75,,149,,21,,
367582,Not Available,11,Not Available,11,85,11,Not Available,11,88,11,Not Available,11,86,11,Not Available,11,80,11,74,11,13,11,18,11,11
367587,2,,2,,83,,2,,81,,3,,79,,1,,74,,66,,208,,26,,
367590,3,11,3,11,87,11,3,11,80,11,5,11,90,11,2,11,79,11,70,11,56,11,22,11,11
367591,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367592,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367593,3,11,3,11,89,11,3,11,87,11,4,11,85,11,2,11,71,11,80,11,53,11,25,11,11
367607,4,11,4,11,92,11,4,11,92,11,3,11,78,11,4,11,88,11,84,11,68,11,31,11,11
367608,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367611,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367612,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367615,4,,4,,90,,3,,88,,4,,85,,4,,87,,82,,2525,,22,,
367617,3,,3,,87,,3,,83,,2,,68,,3,,87,,72,,181,,23,,
367624,4,,4,,90,,4,,89,,4,,87,,4,,91,,83,,173,,32,,
367625,Not Available,9,Not Available,9,88,9,Not Available,9,91,9,Not Available,9,86,9,Not Available,9,97,9,71,9,10,9,10,9,9
367628,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367633,Not Available,11,Not Available,11,88,11,Not Available,11,75,11,Not Available,11,73,11,Not Available,11,83,11,49,11,22,11,17,11,11
367634,3,,3,,86,,3,,84,,3,,77,,3,,88,,69,,91,,18,,
367639,4,11,4,11,91,11,3,11,86,11,4,11,86,11,4,11,90,11,84,11,64,11,27,11,11
367650,Not Available,9,Not Available,9,93,9,Not Available,9,83,9,Not Available,9,92,9,Not Available,9,100,9,61,9,6,9,50,9,9
367662,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367668,Not Available,11,Not Available,11,78,11,Not Available,11,65,11,Not Available,11,62,11,Not Available,11,80,11,50,11,12,11,11,11,11
367671,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367680,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367691,4,,4,,91,,3,,86,,3,,80,,4,,90,,82,,653,,32,,
367696,5,,5,,93,,4,,91,,5,,88,,4,,89,,83,,151,,26,,
367713,3,,3,,88,,3,,86,,4,,82,,3,,84,,77,,737,,25,,
367720,Not Available,9,Not Available,9,100,9,Not Available,9,86,9,Not Available,9,100,9,Not Available,9,100,9,100,9,10,9,28,9,9
367723,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367725,3,,2,,86,,3,,86,,4,,86,,2,,78,,72,,96,,24,,
367730,4,,4,,90,,4,,89,,4,,85,,4,,89,,77,,244,,29,,
367731,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367733,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367734,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367741,4,,4,,90,,3,,84,,4,,81,,4,,88,,77,,153,,35,,
367742,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367743,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367744,Not Available,9,Not Available,9,66,9,Not Available,9,63,9,Not Available,9,59,9,Not Available,9,50,9,39,9,6,9,30,9,9
367754,3,,3,,87,,3,,86,,3,,79,,3,,82,,73,,231,,30,,
367755,Not Available,11,Not Available,11,96,11,Not Available,11,95,11,Not Available,11,74,11,Not Available,11,85,11,80,11,11,11,19,11,11
367758,2,,2,,82,,2,,82,,2,,70,,1,,74,,55,,153,,14,,
367761,Not Available,11,Not Available,11,74,11,Not Available,11,62,11,Not Available,11,75,11,Not Available,11,59,11,59,11,21,11,11,11,11
367762,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367763,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367764,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367770,Not Available,11,Not Available,11,92,11,Not Available,11,95,11,Not Available,11,90,11,Not Available,11,100,11,95,11,26,11,35,11,11
367775,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367778,3,,3,,86,,2,,83,,3,,79,,3,,83,,78,,352,,26,,
367783,Not Available,9,Not Available,9,90,9,Not Available,9,93,9,Not Available,9,87,9,Not Available,9,88,9,75,9,7,9,5,9,9
367784,2,,2,,84,,2,,80,,3,,75,,2,,81,,67,,257,,21,,
367785,3,,3,,88,,3,,84,,3,,78,,3,,82,,76,,248,,20,,
367786,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367787,3,,4,,90,,3,,86,,3,,80,,3,,87,,78,,81,,19,,
367791,Not Available,11,Not Available,11,91,11,Not Available,11,90,11,Not Available,11,73,11,Not Available,11,85,11,80,11,17,11,16,11,11
367792,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367793,Not Available,9,Not Available,9,85,9,Not Available,9,69,9,Not Available,9,99,9,Not Available,9,76,9,76,9,6,9,12,9,9
367796,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367798,2,,1,,79,,2,,77,,4,,81,,1,,71,,58,,88,,26,,
367799,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368000,Not Available,9,Not Available,9,64,9,Not Available,9,55,9,Not Available,9,80,9,Not Available,9,64,9,42,9,9,9,7,9,9
368003,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368005,Not Available,9,Not Available,9,48,9,Not Available,9,58,9,Not Available,9,70,9,Not Available,9,38,9,37,9,4,9,3,9,9
368006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368012,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368014,4,11,5,11,94,11,4,11,93,11,4,11,84,11,4,11,85,11,84,11,67,11,23,11,11
368015,4,,4,,89,,3,,89,,4,,82,,3,,89,,79,,246,,26,,
368016,4,,4,,91,,3,,89,,4,,81,,4,,90,,85,,239,,17,,
368017,Not Available,9,Not Available,9,98,9,Not Available,9,86,9,Not Available,9,86,9,Not Available,9,97,9,0,9,2,9,22,9,9
368019,Not Available,9,Not Available,9,95,9,Not Available,9,89,9,Not Available,9,82,9,Not Available,9,87,9,80,9,8,9,12,9,9
368021,Not Available,9,Not Available,9,95,9,Not Available,9,88,9,Not Available,9,95,9,Not Available,9,100,9,100,9,10,9,28,9,9
368022,3,11,1,11,80,11,2,11,79,11,5,11,88,11,2,11,78,11,78,11,57,11,19,11,11
368024,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368025,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368026,Not Available,9,Not Available,9,90,9,Not Available,9,88,9,Not Available,9,94,9,Not Available,9,96,9,84,9,5,9,25,9,9
368029,Not Available,9,Not Available,9,100,9,Not Available,9,96,9,Not Available,9,99,9,Not Available,9,100,9,82,9,10,9,23,9,9
368030,4,11,4,11,92,11,4,11,87,11,4,11,83,11,4,11,89,11,79,11,66,11,37,11,11
368034,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368035,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368036,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368037,2,,1,,83,,2,,81,,3,,73,,2,,74,,65,,70,,28,,
368039,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
